! FILETYPE CSV
! VERSION 1.0,1
! TIMESTAMP Friday, 31 October 2025 22:35:25
! TIMEZONE 
! NAME Keysight Technologies
! MODEL N9912A
! SERIAL MY50492914
! FIRMWARE_VERSION A.08.18
! GPS_LATITUDE 
! GPS_LONGITUDE 
! GPS_TIMESTAMP 0001-01-01 00:00:00Z
! GPS_SECS_SINCE_LAST_READ 0
! CHECKSUM 0236763014
! CORRECTION1 OFF
! DATA Freq,S21
! FREQ UNIT Hz
! DATA UNIT dB
BEGIN
1000000000,-8.41356840382364
1002500000,-8.43007339215574
1005000000,-8.44626518213202
1007500000,-8.45902946420909
1010000000,-8.48174250582543
1012500000,-8.5018568979679
1015000000,-8.51627787947461
1017500000,-8.53581531119122
1020000000,-8.54930530542037
1022500000,-8.56656425233686
1025000000,-8.58514242515052
1027500000,-8.59766359157099
1030000000,-8.62265189756594
1032500000,-8.6341022883278
1035000000,-8.65546166375771
1037500000,-8.67262430693668
1040000000,-8.69131108268752
1042500000,-8.70002654163657
1045000000,-8.71642729226429
1047500000,-8.72906254413902
1050000000,-8.74229402234716
1052500000,-8.75051453357762
1055000000,-8.76646128654512
1057500000,-8.77218078736691
1060000000,-8.7906798657579
1062500000,-8.80396767904832
1065000000,-8.81679419431965
1067500000,-8.82407452016366
1070000000,-8.84404883218635
1072500000,-8.85816167172022
1075000000,-8.87003537362098
1077500000,-8.8844666040761
1080000000,-8.89601642618827
1082500000,-8.90901334474113
1085000000,-8.92405010199091
1087500000,-8.94192687584796
1090000000,-8.95175383598981
1092500000,-8.96768363800268
1095000000,-8.98135504484969
1097500000,-9.00016059909224
1100000000,-9.01363269819753
1102500000,-9.02815434924064
1105000000,-9.03969501320639
1107500000,-9.05752353801399
1110000000,-9.07128732524671
1112500000,-9.09327019081549
1115000000,-9.10766563394615
1117500000,-9.12637614510359
1120000000,-9.14689323651671
1122500000,-9.16354336397335
1125000000,-9.17733733268839
1127500000,-9.19786032860867
1130000000,-9.21766296612209
1132500000,-9.2371853494453
